Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,707
Math,2,src/main/java/org/apache/commons/math3/random/Well19937c.java,109
Closure,92,src/com/google/javascript/rhino/Node.java,1018
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,574
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,742
Math,57,src/main/java/org/apache/commons/math/stat/clustering/KMeansPlusPlusClusterer.java,188
Math,94,src/java/org/apache/commons/math/util/MathUtils.java,430
Lang,24,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,1377
Closure,130,src/com/google/javascript/rhino/Node.java,1433
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,531
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,680
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,714
Math,30,src/main/java/org/apache/commons/math3/util/FastMath.java,3538
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,583
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,567
Closure,130,src/com/google/javascript/rhino/Node.java,1022
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,656
Closure,67,src/com/google/javascript/rhino/Node.java,913
Closure,114,src/com/google/javascript/rhino/Node.java,1430
Math,58,src/main/java/org/apache/commons/math/util/FastMath.java,3831
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,721
Math,80,src/main/java/org/apache/commons/math/linear/EigenDecompositionImpl.java,1063
Closure,130,src/com/google/javascript/rhino/Node.java,1025
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,687
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,669
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,732
Mockito,24,src/org/mockito/internal/creation/jmock/SearchingClassLoader.java,71
Closure,114,src/com/google/javascript/rhino/Node.java,1459
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,579
Closure,67,src/com/google/javascript/rhino/Node.java,935
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,700
Lang,61,src/java/org/apache/commons/lang/text/StrBuilder.java,1202
Closure,67,src/com/google/javascript/rhino/Node.java,845
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,607
Closure,130,src/com/google/javascript/jscomp/SourceFile.java,303
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,599
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,577
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,674
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,704
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,545
Math,57,src/main/java/org/apache/commons/math/stat/clustering/KMeansPlusPlusClusterer.java,181
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,741
Math,58,src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,736
